Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id
2021-11-23 15:50:46,KA-LE????‍♂️,1263126577639874560,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fully Vaccinated ????????
Arat ng gumala ✌??
#Pfizer https://t.co/ujoLtZ69ul",,,.0,1463052390819512322
2021-11-23 15:39:20,Kimmyydora,872708845935525888,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Shet sakit pala talaga magpa bakuna. #Pfizer,,,.0,1463049510821797890
2021-11-23 11:17:19,??Abby Ian CH,3684126914,,-1,tl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Galing ng Marikina LGU. 40mins done ang 1st dose ng dalaginding ko. Napabilib nyo nanaman ako. Good job! #Pfizer #pediatricvaccination,,,.0,1462983573728677890
2021-11-23 10:15:27,telietubies ??,4275399212,,-1,tl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sobrang bigat pa din ng braso, almost 24hrs has passed #CovidVaccineBooster #pfizer https://t.co/MflNTo64WC",,,.0,1462968002488385536
2021-11-22 21:02:49,demvergomez,373937979,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Yung nagsakitan kilikili nila at nilagnat sila. Thank God hndi naman. #Pfizer,,,.0,1462768531661942787
2021-11-22 13:22:40,ACE♓,813625114440761344,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pwede na mag halikan shshshshs

#Pfizer 
#vaccinated https://t.co/vSvHy9C9in",,,.0,1462652731823325184
2021-11-21 14:55:55,Let's Shop Handmade & Natural,337486506,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vaccinated na ate sam ko..????
Thank you Mayor @rex_gatchalian
sa maayos na pamamalakad ng @valenzuelacity ?? #ProudValenzuelano #ThankYouLord #BakunadongValenzuelano #Pfizer  #VcVaxTeenEdition https://t.co/TVdLh2WYxb",,,4.0,1462313810568511497
2021-11-20 20:11:13,Rea Sheila Marito,75493704,,-1,tl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bakit ganun, after ng vaccine ko, palage akong antok as in. Feeling ko pinainom ako ng gamot na mataas ang dosage. #Pfizer ??",,,.0,1462030770919387141
2021-11-20 17:59:12,mikhailyyy??,1095870730116333568,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gusto ko na din mag pa vaccine para may #1stdose #pfizer #vacation na mapost din ako,,,.0,1461997547287764992
2021-11-20 11:01:13,liann_,1306911247061807104,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Goodluck nlng tlga sa 1st dose:> #Pfizer,,,.0,1461892360300732424
